SHS_1,SHS_2,SHS_3,SHS_4R,STRESS_1,STRESS_2R,STRESS_3R,STRESS_4,PURPOSE_1,PURPOSE_2,PURPOSE_3,PURPOSE_4,PURPOSE_5,PURPOSE_6,PURPOSE_7,PURPOSE_8,LONELY_1R,LONELY_2,LONELY_3R,LONELY_4,Peer_Nomination,Peer_Happy/Cheerful,Peer_Irritable/Agitated,Peer_Content/Satisfied,Peer_Optimistic/Hopeful,Peer_Dissatisfied/Complaining,Peer_Compassionate/Nurturing,Peer_Kind/Friendly,Peer_Sad/Somber,Peer_Hostile/Argumentative,Peer_Calm/Relaxed,Peer_Distracted/Absent-minded,Peer_Cooperative/Harmonious,Peer_Anxious/Stressed,Peer_Self-critical/Hopeless,Peer_Forgiving/Generous,Peer_Grateful/Appreciative,Peer_Quality,Weeks_Completed,Why_Not_Complete,Why_Not_Complete_TEXT,Weekly_Hours,Weekly_Hours_TEXT,Applied_to_life,Applied_to_life_TEXT,Impact_Happiness,Impact_Relationships,Impact_Work,Impact_Compassion,Impact_Altruism,Impact_Academic,Impact_TEXT,Rate_EMST,Rate_DK,Rate_Guests,Rate_Readings,Rate_Discussions,Rate_Problem_Sets,Rate_Exams,Rate_Check_ins,Rate_Happiness_Practices,Rate_LIVE_Q/A,Forums_Participate,Forums_Community_TA,Forums_Community_TA_TEXT,Forums_NO_TEXT,Value_Week1,Value_Week2,Value_Week3,Value_Week4,Value_Week6,Value_Week7,Value_Week8,Value_Week9,Value_TEXT,Frequency_3_Good_Things,Frequency_Active_Listening,Frequency_Random_Kindness,Frequency_Forgiveness,Frequency_Mindful_Breathing,Frequency_Body_Scan,Frequency_Meditation,Frequency_Self_Compassion_Letter,Frequency_Ideal_Self,Frequency_Gratitude_Journal,Frequency_Gratitude_Letter,Frequency_Awe_Walk,Happiness_3_Good_Things,Happiness_Active_Listening,Happiness_Random_Kindness,Happiness_Forgiveness,Happiness_Mindful_Breathing,Happiness_Body_Scan,Happiness_Meditation,Happiness_Self_Compassion_Letter,Happiness_Ideal_Self,Happiness_Gratitude_Journal,Happiness_Gratitude_Letter,Happiness_Awe_Walk,Happiness_Team_Participate,Happiness_Team_Name,Team_Meeting_Frequency,Team_Meeting_Location,Team_Discussion_Qs,Team_Course_Material,Team_Happiness_Practices,Team_Happiness_Cinema,Team_Group_Project,Team_TEXT,Team_Satisfaction,Team_Suggestions_TEXT,Course_Expectation,Course_Satisfaction,Course_Like_Most_TEXT,Course_Recommend,GGSC_Visit,edx_Changes_TEXT,Course_Changes_TEXT
(5),(5),(3),(4),Sometimes,Fairly Often,Fairly Often,Almost Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Yes,3 - Moderately,2 - Slightly,3 - Moderately,4 - Very,2 - Slightly,4 - Very,5 - Extremely,3 - Moderately,1 - Not at all,4 - Very,1 - Not at all,5 - Extremely,1 - Not at all,2 - Slightly,4 - Very,5 - Extremely,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,5 hours,,Extensively,"I have incorporated many of the happiness practices into my life and have used many of the studies, information, and practices in an online group I lead about choosing stillness and pause.",Very much,Very much,Very much,Very much,Moderately,Moderately,,Terrific,Terrific,Terrific,Terrific,Good,Good,Terrific,Satisfactory,Terrific,Terrific,Yes,Yes,,"I participated but minimally because by the time I had completed the course, I needed to attend to other needs of my family.",Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,I really enjoyed the entire course!,4-5 times,5-6 times,5-6 times,3-4 times,More than 10 times,More than 10 times,6-7 times,3-4 times,3-4 times,More than 10 times,3-4 times,More than 10 times,5,5,6,5,7- Extremely,7- Extremely,6,6,5,7- Extremely,7- Extremely,7- Extremely,No,,,,,,,,,,,,Completely,Extremely,I learned so much and the information and practices were life-giving. I was internally motivated to do the course because I enjoyed it so much. I will greatly miss it.,Yes,Yes,Connect discussions to social media so that we can be notified when someone responds.,"My only critique is that, in the weekly check-ins, there were several faces that I could not figure out. I understood mad, sad, happy, and afraid, but the others I could not figure out for the life of me. Thus, I often put mid range scores because I did not know what I responding to. Were they embarrassment? Pride? I couldn't tell..."
(3),(4),(3),(4),Almost Never,Sometimes,Very Often,Never,Agree,Slightly Disagree,Mixed/ Neither,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Rarely,Sometimes,Often,Often,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,5 hours,,Moderately,"I have been taking this course on the side while doing my main studies for my career. I started it late also, so have been completing this course in a hurry in order to finish it in time, which meant that sometimes I did not participate in the practises and could not read up more on interesting topics. But I am happy that the course will be archived so I can take my time later to look at it more.",Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,,Good,Good,Terrific,Good,Satisfactory,Satisfactory,Good,Good,Terrific,Satisfactory,,No,,No time,Very,Very,Very,Very,Very,Very,Very,Extremely,,1-2 times,0 times,4-5 times,0 times,1-2 times,0 times,0 times,1-2 times,1-2 times,0 times,1-2 times,1-2 times,6,N/A (I didn't do it),7- Extremely,N/A (I didn't do it),7- Extremely,N/A (I didn't do it),N/A (I didn't do it),3,4,N/A (I didn't do it),4,7- Extremely,No,,,,,,,,,,,,,Extremely,"Excellent instructors, well chosen material that was detailed enough in terms of psychology but not too academic as too use too many specific terms or material that would have been hard for people without a degree to follow. Very well done overall!! Would  take again anytime. ",Yes,Yes,The websites kept glitching.,
(6),(6),(5),Not at all (1),Never,Very Often,Very Often,Never,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Often,Rarely,Often,Never,Yes,4 - Very,1 - Not at all,4 - Very,4 - Very,1 - Not at all,3 - Moderately,4 - Very,1 - Not at all,1 - Not at all,4 - Very,1 - Not at all,4 - Very,1 - Not at all,1 - Not at all,4 - Very,5 - Extremely,5 - Very Good,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,5 hours,,A Little,,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,,Good,Good,Good,Good,Satisfactory,Good,Good,Satisfactory,Good,Good,No,,,,Moderately,Moderately,Very,Moderately,Very,Extremely,Extremely,Extremely,,3-4 times,1-2 times,5-6 times,1-2 times,1-2 times,1-2 times,0 times,1-2 times,1-2 times,1-2 times,0 times,3-4 times,5,2,,4,2,2,N/A (I didn't do it),5,6,4,N/A (I didn't do it),7- Extremely,No,,,,,,,,,,,,Completely,Very,,Yes,Yes,,
(5),(5),(5),(2),Very Often,Very Often,Almost Never,Very Often,Slightly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Often,Sometimes,,Rarely,Yes,4 - Very,1 - Not at all,4 - Very,4 - Very,2 - Slightly,5 - Extremely,5 - Extremely,2 - Slightly,1 - Not at all,5 - Extremely,3 - Moderately,5 - Extremely,3 - Moderately,3 - Moderately,5 - Extremely,5 - Extremely,7 - Exceptional,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,7 hours,,Moderately,,Very much,Very much,Very much,Very much,Very much,,,Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,Good,Terrific,Terrific,Terrific,No,,,Time consuming,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,,3-4 times,1-2 times,3-4 times,3-4 times,1-2 times,1-2 times,1-2 times,1-2 times,0 times,1-2 times,1-2 times,More than 10 times,7- Extremely,5,7- Extremely,7- Extremely,5,5,7- Extremely,7- Extremely,N/A (I didn't do it),7- Extremely,7- Extremely,7- Extremely,No,,,,,,,,,,,,Completely,Extremely,,Yes,Yes,,
(5),(5),(6),(2),Almost Never,Very Often,Fairly Often,Almost Never,Strongly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Strongly Agree,Sometimes,Rarely,Often,Never,Yes,3 - Moderately,1 - Not at all,4 - Very,4 - Very,1 - Not at all,4 - Very,4 - Very,1 - Not at all,1 - Not at all,4 - Very,1 - Not at all,4 - Very,1 - Not at all,1 - Not at all,4 - Very,5 - Extremely,5 - Very Good,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,A Lot,I focus on three positive things about people and situations. I also work on connecting more with people and feeling more trustful of people and life to help overcome avoidant behavior. I am also writing more regularly in the gratitude journal. ,Very much,Moderately,Moderately,Very much,Moderately,Very much,,Good,Good,Good,Terrific,Terrific,Good,Good,Good,Terrific,Terrific,Yes,Yes,Not that I remember,I was interested in learning from other people's experiences and stories to help me learn and grow and/ or get a new perspective. ,Very,Extremely,Extremely,Very,Very,Extremely,Extremely,Very,,3-4 times,1-2 times,1-2 times,1-2 times,3-4 times,3-4 times,3-4 times,1-2 times,1-2 times,3-4 times,1-2 times,3-4 times,5,4,5,5,5,5,5,6,6,6,5,7- Extremely,No,,,,,,,,,,,,Mostly,Very,,Yes,Yes,,
(6),More happy (7),(5),(4),Almost Never,Very Often,Very Often,Never,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Sometimes,Sometimes,Often,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,4 hours,,Extensively,used all the tools    and was frequently telling people about them,Very much,Very much,Very much,Very much,Moderately,,scientific reinforcement of choices I have already made and paths I have already been on,Good,Good,Good,Good,Satisfactory,Good,Good,Good,Terrific,Satisfactory,Yes,No,,did not participate as much due to time constraints,Extremely,Very,Extremely,Extremely,Extremely,Very,Extremely,Very,has helped me work harder on specific areas on a regular basis,3-4 times,5-6 times,5-6 times,1-2 times,6-7 times,5-6 times,More than 10 times,1-2 times,1-2 times,7-8 times,,More than 10 times,7- Extremely,6,6,3,7- Extremely,3,7- Extremely,4,4,7- Extremely,6,7- Extremely,No,,,,,,,,,,,,Completely,Extremely,"flexible time commitment, academics who are very impressive and dedicated, variety of presentations, ability to review material",Yes,Yes,,
(5),(6),(5),(5),Fairly Often,Fairly Often,Sometimes,Almost Never,Slightly Agree,Mixed/ Neither,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Sometimes,Often,Never,Often,No or don't remember,,,,,,,,,,,,,,,,,,,It took longer than I expected,"There are a lot of material to read and english is my second language, so I have to use the dictionary, so I took me a lot of time. I just watched all the videos and I browsed the tests but I did not answer them. On the other hand I do not have much time but I want to do it without the pressure of the schedule you gave.  Sometimes was difficult for me to grasp all the concepts. I learnt british english in the eighties and I live in Bogotà, Colombia, South America, so american english is a little bit different. My background is music and raja yoga (www.brahmakumaris.org), and I realised that I will have to brush up my english. I think the course is fantastic but I need more time to cover the whole lessons and I think on the second time I will answer the tests. Sorry for not being able to make it as you expected it. I am very greatful for providing such deep course and I hope you allow me to do it on my own time. Thank you very much indeed to all the wonderful teachers who have dedicated their energy to create this marvellous material. In raja yoga I had worked on happiness but from the spiritual perspective of the soul not of the body - sense organs, brain and external relationships-, althought there is a close connection. Next civilization in almost 50 years time more or less I reckon, will be very happy but in soul consciusness, not in body consciusness. Many teachings from your course have a relationship with the ideas of happiness in raja yoga. That is why I want to cover the whole course you provided, very thoroughly  or exhaustively. Thank you very much indeed to all the team that made this course on line possible and thanks to the staff of the university as well. Yours sincerely Mireya. ",1 hour,,Not at all,,,,,,,,It is difficult for me to answer this because I did not apply it in my life I just had the time to watch the videos and browse the material. That was all.,Good,Good,Good,Good,,,,,,Good,No,,,,Very,Very,Extremely,Extremely,Very,Extremely,Extremely,,,,,,,,,,,,,,,N/A (I didn't do it),1-Not at all,2,1-Not at all,N/A (I didn't do it),2,5,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),No,,,,,,,,,,,,Somewhat,Very,It is difficult to say because I have not read all the material yet and I have not done the exercoses and the test yet ,Yes,Yes,It is hard for tme to say yet ...,To provide more time...
(5),(5),(3),(4),Sometimes,Sometimes,Sometimes,Sometimes,Slightly Agree,Mixed/ Neither,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Mixed/ Neither,Sometimes,Sometimes,Sometimes,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 1: Introduction to the Science of Happiness",I only completed what was most interesting to me,,3 hours,,A Lot,,Very much,Slightly,Slightly,Slightly,Moderately,Slightly,,Good,Good,Satisfactory,Satisfactory,Poor,Satisfactory,Good,Good,Satisfactory,Terrific,Yes,Yes,"Not really. The ones I read seemed a bit ""cheerleader-y"" to me.",,Very,Very,Very,Very,Moderately,Very,Moderately,Very,,More than 10 times,More than 10 times,More than 10 times,0 times,More than 10 times,6-7 times,7-8 times,0 times,1-2 times,0 times,0 times,More than 10 times,7- Extremely,5,4,N/A (I didn't do it),5,4,4,N/A (I didn't do it),3,N/A (I didn't do it),N/A (I didn't do it),5,"Yes, as a member",Happy Secular Atheist Team,Never,,Sometimes,Rarely,Never,Never,Never,In my opinion the Happy Secular Atheist Team never really got untracked.,Slightly,An occasional enema?,Slightly,Moderately,That I learned what was available from a science perspective with respect to the pursuit of happiness.,Yes,Yes,None.,
(2),Less happy (1),(4),(3),Very Often,Sometimes,Almost Never,Fairly Often,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Mixed/ Neither,Agree,Sometimes,Sometimes,Rarely,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",I had less time than I thought I would,,2 hours,,Moderately,,Moderately,Moderately,Not at all,Slightly,Moderately,Slightly,,Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,Satisfactory,No,,,,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,,1-2 times,3-4 times,0 times,0 times,0 times,0 times,1-2 times,0 times,0 times,3-4 times,0 times,3-4 times,4,3,,,,,2,,,4,,5,No,,,,,,,,,,,,Completely,Extremely,,Yes,Yes,,
(6),(6),(5),(3),Sometimes,Fairly Often,Sometimes,Sometimes,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Rarely,Often,Rarely,Yes,4 - Very,2 - Slightly,4 - Very,4 - Very,3 - Moderately,3 - Moderately,3 - Moderately,2 - Slightly,2 - Slightly,3 - Moderately,3 - Moderately,4 - Very,3 - Moderately,2 - Slightly,3 - Moderately,4 - Very,5 - Very Good,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",It took longer than I expected,I complete all the readings and quizzes but didn't have as much time for the practices or extra activities as I would like.  I also didn't do as much of the the discussion as I would like.  This was a combination of time and also not liking the interface for discussion.  It was really hard to find photos and see if anyone responded.  I loved all the content but wonder if each module would be better over 2 weeks instead of 1 to better feel like I could have room to do some extra work.,6 hours,,A Lot,Tried the majority of the practices at least a few days a week and working to decide which stick for me longer term,Very much,Very much,Very much,Very much,Very much,,Very helpful especially in light of the American election results.  In fact I wonder how that will skew your  survey results.  Would love to see the data on that compared to other courses in the past.  I think this will help with resilience and positive attitude and finding common ground.  I think Trump's first presidential decree should be we should all take this course!,Good,Good,Good,Good,Terrible,Satisfactory,Good,Good,Terrific,Satisfactory,Yes,Yes,"No the interface is basically unusable.  Ask coursera if you can use theirs.  I didn't like what Brandeis had when I took online course but it was still 1000% better than whatever system this course has. Its really hard to find anything, scroll or see if anyone responded.  I think the message boards where a detriment to fostering community in the course",In my best Simpsons Comic Book Guy Impression: WORST MESSAGE BOARDS SOFTWARE EVER,Very,Very,Very,Moderately,Extremely,Extremely,Extremely,Extremely,Overall excellent course. Great content and am hoping it stays open for access to the material so I can find time to follow up on the want to learn more links,More than 10 times,9-10 times,4-5 times,3-4 times,More than 10 times,More than 10 times,5-6 times,1-2 times,1-2 times,1-2 times,0 times,0 times,7- Extremely,7- Extremely,7- Extremely,5,6,6,4,4,3,4,N/A (I didn't do it),N/A (I didn't do it),"Yes, as a member",Happy Minimalists,Never,Online,Sometimes,Sometimes,Never,Never,Never,WORST MESSAGE BOARDS SOFTWARE EVER.  Happiness teams ones were a little easier to parse but still not really conducive to collaboration,Slightly,Better software.  More team prompts and suggestions,Completely,Extremely,The data being presented being reinforced by research,Yes,Yes,SRSLY NEW MESSAGE BOARD SOFTWARE.  Coursera was a lot easier to use.  the platform didn't get in the way where I feel ike eDX's platform detracts from the class.  I've seen UMass and Brandeis's online platforms as well and while they weren't great they were a lot easier to follow and use than this.  Come on MIT and Harvard.  You don't have any user experience nerds that can help with this?!,Not 100% sure this would work but I think each module should be 2 weeks instead of one to really give people time to try the practices and maybe read some of the more information material.  Also get better message board software that allows for better collaboration and notification or responses
(4),(4),(4),(2),Almost Never,Fairly Often,Fairly Often,Almost Never,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Often,Sometimes,Sometimes,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,7 hours,,A Lot,,Very much,Very much,Very much,Very much,Very much,Very much,,Terrific,Terrific,Good,Good,Good,Good,Good,Good,Good,Good,Yes,Yes,,,Very,Very,Very,Very,Very,Very,Very,Very,,7-8 times,5-6 times,5-6 times,1-2 times,7-8 times,5-6 times,6-7 times,1-2 times,3-4 times,7-8 times,0 times,0 times,6,6,6,6,6,6,6,6,6,6,6,N/A (I didn't do it),"Yes, as a member",Seniors,Never,Online,,,,,,,Slightly,,Completely,Extremely,Plenty of tools to use for the rest of my life,Yes,Yes,,
(6),(6),(6),(2),Almost Never,Very Often,Very Often,Almost Never,,,,,,,,,Often,Rarely,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,Extensively,,Very much,Very much,Very much,Immensely,Immensely,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Completely,Extremely,,Yes,Yes,,
A very happy person (7),More happy (7),A great deal (7),Not at all (1),Never,Very Often,Very Often,Never,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Sometimes,Often,Never,No or don't remember,,,,,,,,,,,,,,,,,,"Week 3: Kindness & Compassion,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",I had less time than I thought I would,,2 hours,,Extensively,,Immensely,Immensely,Immensely,Immensely,Immensely,Immensely,,Good,Good,Terrific,Terrific,,Good,Good,Good,Terrific,Terrific,No,,,Did not have time.,Moderately,Very,Moderately,Very,Extremely,Extremely,Extremely,Extremely,,More than 10 times,7-8 times,9-10 times,More than 10 times,More than 10 times,More than 10 times,6-7 times,More than 10 times,More than 10 times,More than 10 times,More than 10 times,More than 10 times,7- Extremely,7- Extremely,7- Extremely,7- Extremely,7- Extremely,7- Extremely,,5,7- Extremely,7- Extremely,7- Extremely,7- Extremely,No,,,,,,,,,,,,Completely,Extremely,The plethora of information and resources.,Yes,No,,
